Source Row Number,PDF Name,URL,Control Axes Status,Our Axes Status,Axes Match,Control PDF/UA,Our PDF/UA,PDF/UA Match,Control WCAG,Our WCAG,WCAG Match,Final URL,Retrieval Category,Overall Result,Failure Summary,Control PDF/UA Notes,Our PDF/UA Notes,Control WCAG Notes,Our WCAG Notes,Adobe Acrobat Audit Status
288,Hsbc Uk Esg Directory?Link=Footer,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=footer,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=footer,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
289,Hsbc Uk Esg Directory?Strategy,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?strategy,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?strategy,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
290,Hsbccorporatebanking Openbankingperformanceandavailabilityreport Q1 2025,https://www.business.hsbc.uk/-/media/media/uk/pdfs/hsbccorporatebanking-openbankingperformanceandavailabilityreport-q1-2025.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
291,Managing Money With Dementia,https://www.hsbc.co.uk/content/dam/hsbc/gb/pdf/help-and-support/managing-money-with-dementia.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.hsbc.co.uk/content/dam/hsbc/gb/pdf/help-and-support/managing-money-with-dementia.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
292,Mandate For General Organisations,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-organisations.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/mandate-for-general-organisations.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"Form fields have tooltips, At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
293,Rlsif Factsheet,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/rlsif-factsheet.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
294,1008189 Gps Case Study Pdf Rework S1 V14,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/1008189-gps-case-study-pdf-rework-s1-v14.pdf,Not Started,,False,,,False,,Needs Review,False,https://www.business.hsbc.uk/en-gb,ALT_LANDING_PAGE_NON_PDF,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
295,240221 Annual Report And Accounts 2023,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2023/annual/pdfs/hsbc-uk-bank-plc/240221-annual-report-and-accounts-2023.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2023/annual/pdfs/hsbc-uk-bank-plc/240221-annual-report-and-accounts-2023.pdf,DIRECT_FILE_OK,FAIL,"Figure alt text present, At least one heading present, Document language present, Bookmarks present when required, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
296,Business Banking Terms And Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-banking-terms-and-conditions.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/regulations/business-banking-terms-and-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
297,Business Deposit Card Application Form,https://www.business.hsbc.uk/en-gb/solutions/account-serviceshttps://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/business-deposit-card-application-form.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
298,Business Internet Banking Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/business-internet-banking-additional-conditions.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/PDFs/regulations/business-internet-banking-additional-conditions.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
299,Cashflow Tool,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cashflow-tool.xlsx,Not Started,,False,,,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/common/cashflow-tool.xlsx,REVIEW_REQUIRED,NEEDS_MANUAL_REVIEW,"Unexpected landing page, URL is expected file",,The linked asset is not a PDF. Route this row to the correct Office-file review path instead of PDF/UA testing.,,"The linked asset is an Office-format file rather than a PDF, so PDF WCAG results do not apply until it is converted or reviewed in the correct format.",Not Started
300,Cmb Uk In Focus April 2024,https://www.business.hsbc.uk/-/media/media/uk/pdfs/cmb-uk-in-focus-april-2024.pdf,Not Started,,False,,,False,,Fail,False,https://www.business.hsbc.uk/notfound-404,SOFT_404,FAIL,"Unexpected landing page, URL is expected file, URL resolves",,The source PDF could not be retrieved for accessibility testing.,,The source PDF resolved to a not-found or non-PDF destination.,Not Started
301,Commercial Card Agreement Terms,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/commercial-card-agreement-terms.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/library/business-uk/pdfs/commercial-card-agreement-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
302,E Wallet For Hsbc Kinetic Credit Card Hsb Cmblit359 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-credit-card-hsb-cmblit359-wa.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-credit-card-hsb-cmblit359-wa.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
303,E Wallet For Hsbc Kinetic Debit Card Additional Conditions,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-debit-card-additional-conditions.pdf?download=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/article/e-wallet-for-hsbc-kinetic-debit-card-additional-conditions.pdf?download=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
304,E Wallet For Hsbc Kinetic Debit Cards Hsb Cmblit358 Wa,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-debit-cards-hsb-cmblit358-wa.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/e-wallet-for-hsbc-kinetic-debit-cards-hsb-cmblit358-wa.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Document title present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,Document title metadata is missing.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
305,Fraud And Cyber Awareness App App Terms,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/fraud-and-cyber-awareness-app-app-terms.pdf,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/fraud-and-cyber-awareness-app-app-terms.pdf,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
306,How Cutting Edge Technologies Are Disrupting Manufacting,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/how-cutting-edge-technologies-are-disrupting-manufacting.pdf,Not Started,,False,,Fail,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/campaigns/how-cutting-edge-technologies-are-disrupting-manufacting.pdf,DIRECT_FILE_OK,FAIL,"At least one heading present, Links use Link tag, Document title present, Bookmarks present when required, Tagged PDF present, TOC present for general documents, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,"Basic requirement for accessible PDFs not met!

The PDF does not contain an invisible structural layer in the form of tags and therefore does not meet the requirements for further accessibility testing.",,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
307,Hsbc Uk Esg Directory?Audit,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?audit,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?audit,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
308,Hsbc Uk Esg Directory?Disclosure,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?disclosure,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?disclosure,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
309,Hsbc Uk Esg Directory?Geospatial,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?geospatial,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?geospatial,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
310,Hsbc Uk Esg Directory?Header=1,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header=1,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?header=1,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
311,Hsbc Uk Esg Directory?Link=Ag,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=ag,Not Started,,False,,Pass,False,,Needs Review,False,https://www.business.hsbc.uk/-/media/media/uk/pdfs/solutions/hsbc-uk-esg-directory.pdf?link=ag,DIRECT_FILE_OK,NEEDS_MANUAL_REVIEW,"At least one heading present, Adobe accessibility check, Colour contrast machine check, Reading order machine check",,The file meets all machine-verifiable PDF/UA requirements.,,Adobe flagged items that need human review before a final WCAG verdict is assigned.,Complete
